id;name;province_name;province_abbreviation;region_name;code
6739;Stigliano;Matera;MT;Basilicata;I954
6740;Tricarico;Matera;MT;Basilicata;L418
6741;Tursi;Matera;MT;Basilicata;L477
6742;Valsinni;Matera;MT;Basilicata;D513
6743;Scanzano Jonico;Matera;MT;Basilicata;M256
6744;Acquaformosa;Cosenza;CS;Calabria;A033
6745;Acquappesa;Cosenza;CS;Calabria;A041
6746;Acri;Cosenza;CS;Calabria;A053
6747;Aiello Calabro;Cosenza;CS;Calabria;A102
6748;Aieta;Cosenza;CS;Calabria;A105
6749;Albidona;Cosenza;CS;Calabria;A160
6750;Alessandria del Carretto;Cosenza;CS;Calabria;A183
6751;Altilia;Cosenza;CS;Calabria;A234
6752;Altomonte;Cosenza;CS;Calabria;A240
6753;Amantea;Cosenza;CS;Calabria;A253
6754;Amendolara;Cosenza;CS;Calabria;A263
6755;Aprigliano;Cosenza;CS;Calabria;A340
6756;Belmonte Calabro;Cosenza;CS;Calabria;A762
6757;Belsito;Cosenza;CS;Calabria;A768
6758;Belvedere Marittimo;Cosenza;CS;Calabria;A773
6759;Bianchi;Cosenza;CS;Calabria;A842
6760;Bisignano;Cosenza;CS;Calabria;A887
6761;Bocchigliero;Cosenza;CS;Calabria;A912
6762;Bonifati;Cosenza;CS;Calabria;A973
6763;Buonvicino;Cosenza;CS;Calabria;B270
6764;Calopezzati;Cosenza;CS;Calabria;B424
6765;Caloveto;Cosenza;CS;Calabria;B426
6766;Campana;Cosenza;CS;Calabria;B500
6767;Canna;Cosenza;CS;Calabria;B607
6768;Cariati;Cosenza;CS;Calabria;B774
6769;Carolei;Cosenza;CS;Calabria;B802
6770;Carpanzano;Cosenza;CS;Calabria;B813
6771;Cassano all'Ionio;Cosenza;CS;Calabria;C002
6772;Castiglione Cosentino;Cosenza;CS;Calabria;C301
6773;Castrolibero;Cosenza;CS;Calabria;C108
6774;Castroregio;Cosenza;CS;Calabria;C348
6775;Castrovillari;Cosenza;CS;Calabria;C349
6776;Celico;Cosenza;CS;Calabria;C430
6777;Cellara;Cosenza;CS;Calabria;C437
6778;Cerchiara di Calabria;Cosenza;CS;Calabria;C489
6779;Cerisano;Cosenza;CS;Calabria;C515
6780;Cervicati;Cosenza;CS;Calabria;C554
6781;Cerzeto;Cosenza;CS;Calabria;C560
6782;Cetraro;Cosenza;CS;Calabria;C588
6783;Civita;Cosenza;CS;Calabria;C763
6784;Cleto;Cosenza;CS;Calabria;C795
6785;Colosimi;Cosenza;CS;Calabria;C905
6786;Cosenza;Cosenza;CS;Calabria;D086
6787;Cropalati;Cosenza;CS;Calabria;D180
6788;Crosia;Cosenza;CS;Calabria;D184
6789;Diamante;Cosenza;CS;Calabria;D289
6790;Dipignano;Cosenza;CS;Calabria;D304
6791;Domanico;Cosenza;CS;Calabria;D328
6792;Fagnano Castello;Cosenza;CS;Calabria;D464
6793;Falconara Albanese;Cosenza;CS;Calabria;D473
6794;Figline Vegliaturo;Cosenza;CS;Calabria;D582
6795;Firmo;Cosenza;CS;Calabria;D614
6796;Fiumefreddo Bruzio;Cosenza;CS;Calabria;D624
6797;Francavilla Marittima;Cosenza;CS;Calabria;D764
6798;Frascineto;Cosenza;CS;Calabria;D774
6799;Fuscaldo;Cosenza;CS;Calabria;D828
6800;Grimaldi;Cosenza;CS;Calabria;E180
6801;Grisolia;Cosenza;CS;Calabria;E185
6802;Guardia Piemontese;Cosenza;CS;Calabria;E242
6803;Lago;Cosenza;CS;Calabria;E407
6804;Laino Borgo;Cosenza;CS;Calabria;E417
6805;Laino Castello;Cosenza;CS;Calabria;E419
6806;Lappano;Cosenza;CS;Calabria;E450
6807;Lattarico;Cosenza;CS;Calabria;E475
6808;Longobardi;Cosenza;CS;Calabria;E677
6809;Longobucco;Cosenza;CS;Calabria;E678
6810;Lungro;Cosenza;CS;Calabria;E745
6811;Luzzi;Cosenza;CS;Calabria;E773
6812;Maierà;Cosenza;CS;Calabria;E835
6813;Malito;Cosenza;CS;Calabria;E859
6814;Malvito;Cosenza;CS;Calabria;E872
6815;Mandatoriccio;Cosenza;CS;Calabria;E878
6816;Mangone;Cosenza;CS;Calabria;E888
6817;Marano Marchesato;Cosenza;CS;Calabria;E914
6818;Marano Principato;Cosenza;CS;Calabria;E915
6819;Marzi;Cosenza;CS;Calabria;F001
6820;Mendicino;Cosenza;CS;Calabria;F125
6821;Mongrassano;Cosenza;CS;Calabria;F370
6822;Montalto Uffugo;Cosenza;CS;Calabria;F416
6823;Montegiordano;Cosenza;CS;Calabria;F519
6824;Morano Calabro;Cosenza;CS;Calabria;F708
6825;Mormanno;Cosenza;CS;Calabria;F735
6826;Mottafollone;Cosenza;CS;Calabria;F775
6827;Nocara;Cosenza;CS;Calabria;F907
6828;Oriolo;Cosenza;CS;Calabria;G110
6829;Orsomarso;Cosenza;CS;Calabria;G129
6830;Paludi;Cosenza;CS;Calabria;G298
6831;Panettieri;Cosenza;CS;Calabria;G307
6832;Paola;Cosenza;CS;Calabria;G317
6833;Papasidero;Cosenza;CS;Calabria;G320
6834;Parenti;Cosenza;CS;Calabria;G331
6835;Paterno Calabro;Cosenza;CS;Calabria;G372
6836;Pedivigliano;Cosenza;CS;Calabria;G411
6837;Piane Crati;Cosenza;CS;Calabria;G553
6838;Pietrafitta;Cosenza;CS;Calabria;G615
6839;Pietrapaola;Cosenza;CS;Calabria;G622
6840;Plataci;Cosenza;CS;Calabria;G733
6841;Praia a Mare;Cosenza;CS;Calabria;G975
6842;Rende;Cosenza;CS;Calabria;H235
6843;Rocca Imperiale;Cosenza;CS;Calabria;H416
6844;Roggiano Gravina;Cosenza;CS;Calabria;H488
6845;Rogliano;Cosenza;CS;Calabria;H490
6846;Rose;Cosenza;CS;Calabria;H565
6847;Roseto Capo Spulico;Cosenza;CS;Calabria;H572
6848;Rota Greca;Cosenza;CS;Calabria;H585
6849;Rovito;Cosenza;CS;Calabria;H621
6850;San Basile;Cosenza;CS;Calabria;H765
6851;San Benedetto Ullano;Cosenza;CS;Calabria;H774
6852;San Cosmo Albanese;Cosenza;CS;Calabria;H806
6853;San Demetrio Corone;Cosenza;CS;Calabria;H818
6854;San Donato di Ninea;Cosenza;CS;Calabria;H825
6855;San Fili;Cosenza;CS;Calabria;H841
6856;Sangineto;Cosenza;CS;Calabria;H877
6857;San Giorgio Albanese;Cosenza;CS;Calabria;H881
6858;San Giovanni in Fiore;Cosenza;CS;Calabria;H919
6859;San Lorenzo Bellizzi;Cosenza;CS;Calabria;H961
6860;San Lorenzo del Vallo;Cosenza;CS;Calabria;H962
6861;San Lucido;Cosenza;CS;Calabria;H971
6862;San Marco Argentano;Cosenza;CS;Calabria;H981
6863;San Martino di Finita;Cosenza;CS;Calabria;H992
6864;San Nicola Arcella;Cosenza;CS;Calabria;I060
6865;San Pietro in Amantea;Cosenza;CS;Calabria;I108
6866;San Pietro in Guarano;Cosenza;CS;Calabria;I114
6867;San Sosti;Cosenza;CS;Calabria;I165
6868;Santa Caterina Albanese;Cosenza;CS;Calabria;I171
6869;Santa Domenica Talao;Cosenza;CS;Calabria;I183
6870;Sant'Agata di Esaro;Cosenza;CS;Calabria;I192
6871;Santa Maria del Cedro;Cosenza;CS;Calabria;C717
6872;Santa Sofia d'Epiro;Cosenza;CS;Calabria;I309
6873;Santo Stefano di Rogliano;Cosenza;CS;Calabria;I359
6874;San Vincenzo La Costa;Cosenza;CS;Calabria;I388
6875;Saracena;Cosenza;CS;Calabria;I423
6876;Scala Coeli;Cosenza;CS;Calabria;I485
6877;Scalea;Cosenza;CS;Calabria;I489
6878;Scigliano;Cosenza;CS;Calabria;D290
6879;Serra d'Aiello;Cosenza;CS;Calabria;I642
6880;Spezzano Albanese;Cosenza;CS;Calabria;I895
6881;Spezzano della Sila;Cosenza;CS;Calabria;I896
6882;Tarsia;Cosenza;CS;Calabria;L055
6883;Terranova da Sibari;Cosenza;CS;Calabria;L124
6884;Terravecchia;Cosenza;CS;Calabria;L134
6885;Torano Castello;Cosenza;CS;Calabria;L206
6886;Tortora;Cosenza;CS;Calabria;L305
6887;Trebisacce;Cosenza;CS;Calabria;L353
6888;Vaccarizzo Albanese;Cosenza;CS;Calabria;L524
6889;Verbicaro;Cosenza;CS;Calabria;L747
6890;Villapiana;Cosenza;CS;Calabria;B903
6891;Zumpano;Cosenza;CS;Calabria;M202
6892;Casali del Manco;Cosenza;CS;Calabria;M385
6893;Corigliano-Rossano;Cosenza;CS;Calabria;M403
6894;Albi;Catanzaro;CZ;Calabria;A155
6895;Amaroni;Catanzaro;CZ;Calabria;A255
6896;Amato;Catanzaro;CZ;Calabria;A257
6897;Andali;Catanzaro;CZ;Calabria;A272
6898;Argusto;Catanzaro;CZ;Calabria;A397
6899;Badolato;Catanzaro;CZ;Calabria;A542
6900;Belcastro;Catanzaro;CZ;Calabria;A736
6901;Borgia;Catanzaro;CZ;Calabria;B002
6902;Botricello;Catanzaro;CZ;Calabria;B085
6903;Caraffa di Catanzaro;Catanzaro;CZ;Calabria;B717
6904;Cardinale;Catanzaro;CZ;Calabria;B758
6905;Carlopoli;Catanzaro;CZ;Calabria;B790
6906;Catanzaro;Catanzaro;CZ;Calabria;C352
6907;Cenadi;Catanzaro;CZ;Calabria;C453
6908;Centrache;Catanzaro;CZ;Calabria;C472
6909;Cerva;Catanzaro;CZ;Calabria;C542
6910;Chiaravalle Centrale;Catanzaro;CZ;Calabria;C616
6911;Cicala;Catanzaro;CZ;Calabria;C674
6912;Conflenti;Catanzaro;CZ;Calabria;C960
6913;Cortale;Catanzaro;CZ;Calabria;D049
6914;Cropani;Catanzaro;CZ;Calabria;D181
6915;Curinga;Catanzaro;CZ;Calabria;D218
6916;Davoli;Catanzaro;CZ;Calabria;D257
6917;Decollatura;Catanzaro;CZ;Calabria;D261
6918;Falerna;Catanzaro;CZ;Calabria;D476
6919;Feroleto Antico;Catanzaro;CZ;Calabria;D544
6920;Fossato Serralta;Catanzaro;CZ;Calabria;D744
6921;Gagliato;Catanzaro;CZ;Calabria;D852
6922;Gasperina;Catanzaro;CZ;Calabria;D932
6923;Gimigliano;Catanzaro;CZ;Calabria;E031
6924;Girifalco;Catanzaro;CZ;Calabria;E050
6925;Gizzeria;Catanzaro;CZ;Calabria;E068
6926;Guardavalle;Catanzaro;CZ;Calabria;E239
6927;Isca sullo Ionio;Catanzaro;CZ;Calabria;E328
6928;Jacurso;Catanzaro;CZ;Calabria;E274
6929;Magisano;Catanzaro;CZ;Calabria;E806
6930;Maida;Catanzaro;CZ;Calabria;E834
6931;Marcedusa;Catanzaro;CZ;Calabria;E923
6932;Marcellinara;Catanzaro;CZ;Calabria;E925
6933;Martirano;Catanzaro;CZ;Calabria;E990
6934;Martirano Lombardo;Catanzaro;CZ;Calabria;E991
6935;Miglierina;Catanzaro;CZ;Calabria;F200
6936;Montauro;Catanzaro;CZ;Calabria;F432
6937;Montepaone;Catanzaro;CZ;Calabria;F586
6938;Motta Santa Lucia;Catanzaro;CZ;Calabria;F780
6939;Nocera Terinese;Catanzaro;CZ;Calabria;F910
6940;Olivadi;Catanzaro;CZ;Calabria;G034
6941;Palermiti;Catanzaro;CZ;Calabria;G272
6942;Pentone;Catanzaro;CZ;Calabria;G439
6943;Petrizzi;Catanzaro;CZ;Calabria;G517
6944;Petronà;Catanzaro;CZ;Calabria;G518
6945;Pianopoli;Catanzaro;CZ;Calabria;D546
6946;Platania;Catanzaro;CZ;Calabria;G734
6947;San Floro;Catanzaro;CZ;Calabria;H846
6948;San Mango d'Aquino;Catanzaro;CZ;Calabria;H976
6949;San Pietro a Maida;Catanzaro;CZ;Calabria;I093
6950;San Pietro Apostolo;Catanzaro;CZ;Calabria;I095
6951;San Sostene;Catanzaro;CZ;Calabria;I164
6952;Santa Caterina dello Ionio;Catanzaro;CZ;Calabria;I170
6953;Sant'Andrea Apostolo dello Ionio;Catanzaro;CZ;Calabria;I266
6954;San Vito sullo Ionio;Catanzaro;CZ;Calabria;I393
6955;Satriano;Catanzaro;CZ;Calabria;I463
6956;Sellia;Catanzaro;CZ;Calabria;I589
6957;Sellia Marina;Catanzaro;CZ;Calabria;I590
6958;Serrastretta;Catanzaro;CZ;Calabria;I655
6959;Sersale;Catanzaro;CZ;Calabria;I671
6960;Settingiano;Catanzaro;CZ;Calabria;I704
6961;Simeri Crichi;Catanzaro;CZ;Calabria;I745
6962;Sorbo San Basile;Catanzaro;CZ;Calabria;I844
6963;Soverato;Catanzaro;CZ;Calabria;I872
6964;Soveria Mannelli;Catanzaro;CZ;Calabria;I874
6965;Soveria Simeri;Catanzaro;CZ;Calabria;I875
6966;Squillace;Catanzaro;CZ;Calabria;I929
6967;Stalettì;Catanzaro;CZ;Calabria;I937
6968;Taverna;Catanzaro;CZ;Calabria;L070
6969;Tiriolo;Catanzaro;CZ;Calabria;L177
6970;Torre di Ruggiero;Catanzaro;CZ;Calabria;L240
6971;Vallefiorita;Catanzaro;CZ;Calabria;I322
6972;Zagarise;Catanzaro;CZ;Calabria;M140
6973;Lamezia Terme;Catanzaro;CZ;Calabria;M208
6974;Africo;Reggio Calabria;RC;Calabria;A065
6975;Agnana Calabra;Reggio Calabria;RC;Calabria;A077
6976;Anoia;Reggio Calabria;RC;Calabria;A303
6977;Antonimina;Reggio Calabria;RC;Calabria;A314
6978;Ardore;Reggio Calabria;RC;Calabria;A385
6979;Bagaladi;Reggio Calabria;RC;Calabria;A544
6980;Bagnara Calabra;Reggio Calabria;RC;Calabria;A552
6981;Benestare;Reggio Calabria;RC;Calabria;A780
6982;Bianco;Reggio Calabria;RC;Calabria;A843
6983;Bivongi;Reggio Calabria;RC;Calabria;A897
6984;Bova;Reggio Calabria;RC;Calabria;B097
6985;Bovalino;Reggio Calabria;RC;Calabria;B098
6986;Bova Marina;Reggio Calabria;RC;Calabria;B099
6987;Brancaleone;Reggio Calabria;RC;Calabria;B118
6988;Bruzzano Zeffirio;Reggio Calabria;RC;Calabria;B234
6989;Calanna;Reggio Calabria;RC;Calabria;B379
6990;Camini;Reggio Calabria;RC;Calabria;B481
6991;Campo Calabro;Reggio Calabria;RC;Calabria;B516
6992;Candidoni;Reggio Calabria;RC;Calabria;B591
6993;Canolo;Reggio Calabria;RC;Calabria;B617
6994;Caraffa del Bianco;Reggio Calabria;RC;Calabria;B718
6995;Cardeto;Reggio Calabria;RC;Calabria;B756
6996;Careri;Reggio Calabria;RC;Calabria;B766
6997;Casignana;Reggio Calabria;RC;Calabria;B966
6998;Caulonia;Reggio Calabria;RC;Calabria;C285
6999;Ciminà;Reggio Calabria;RC;Calabria;C695
7000;Cinquefrondi;Reggio Calabria;RC;Calabria;C710
7001;Cittanova;Reggio Calabria;RC;Calabria;C747
7002;Condofuri;Reggio Calabria;RC;Calabria;C954
7003;Cosoleto;Reggio Calabria;RC;Calabria;D089
7004;Delianuova;Reggio Calabria;RC;Calabria;D268
7005;Feroleto della Chiesa;Reggio Calabria;RC;Calabria;D545
7006;Ferruzzano;Reggio Calabria;RC;Calabria;D557
7007;Fiumara;Reggio Calabria;RC;Calabria;D619
7008;Galatro;Reggio Calabria;RC;Calabria;D864
7009;Gerace;Reggio Calabria;RC;Calabria;D975
7010;Giffone;Reggio Calabria;RC;Calabria;E025
7011;Gioia Tauro;Reggio Calabria;RC;Calabria;E041
7012;Gioiosa Ionica;Reggio Calabria;RC;Calabria;E044
7013;Grotteria;Reggio Calabria;RC;Calabria;E212
7014;Laganadi;Reggio Calabria;RC;Calabria;E402
7015;Laureana di Borrello;Reggio Calabria;RC;Calabria;E479
7016;Locri;Reggio Calabria;RC;Calabria;D976
7017;Mammola;Reggio Calabria;RC;Calabria;E873
7018;Marina di Gioiosa Ionica;Reggio Calabria;RC;Calabria;E956
7019;Maropati;Reggio Calabria;RC;Calabria;E968
7020;Martone;Reggio Calabria;RC;Calabria;E993
7021;Melicuccà;Reggio Calabria;RC;Calabria;F105
7022;Melicucco;Reggio Calabria;RC;Calabria;F106
7023;Melito di Porto Salvo;Reggio Calabria;RC;Calabria;F112
7024;Molochio;Reggio Calabria;RC;Calabria;F301
7025;Monasterace;Reggio Calabria;RC;Calabria;F324
7026;Montebello Jonico;Reggio Calabria;RC;Calabria;D746
7027;Motta San Giovanni;Reggio Calabria;RC;Calabria;F779
7028;Oppido Mamertina;Reggio Calabria;RC;Calabria;G082
7029;Palizzi;Reggio Calabria;RC;Calabria;G277
7030;Palmi;Reggio Calabria;RC;Calabria;G288
7031;Pazzano;Reggio Calabria;RC;Calabria;G394
7032;Placanica;Reggio Calabria;RC;Calabria;G729
7033;Platì;Reggio Calabria;RC;Calabria;G735
7034;Polistena;Reggio Calabria;RC;Calabria;G791
7035;Portigliola;Reggio Calabria;RC;Calabria;G905
7036;Reggio di Calabria;Reggio Calabria;RC;Calabria;H224
7037;Riace;Reggio Calabria;RC;Calabria;H265
7038;Rizziconi;Reggio Calabria;RC;Calabria;H359
7039;Roccaforte del Greco;Reggio Calabria;RC;Calabria;H408
7040;Roccella Ionica;Reggio Calabria;RC;Calabria;H456
7041;Roghudi;Reggio Calabria;RC;Calabria;H489
7042;Rosarno;Reggio Calabria;RC;Calabria;H558
7043;Samo;Reggio Calabria;RC;Calabria;H013
7044;San Giorgio Morgeto;Reggio Calabria;RC;Calabria;H889
7045;San Giovanni di Gerace;Reggio Calabria;RC;Calabria;H903
7046;San Lorenzo;Reggio Calabria;RC;Calabria;H959
7047;San Luca;Reggio Calabria;RC;Calabria;H970
7048;San Pietro di Caridà;Reggio Calabria;RC;Calabria;I102
7049;San Procopio;Reggio Calabria;RC;Calabria;I132
7050;San Roberto;Reggio Calabria;RC;Calabria;I139
7051;Santa Cristina d'Aspromonte;Reggio Calabria;RC;Calabria;I176
7052;Sant'Agata del Bianco;Reggio Calabria;RC;Calabria;I198
7053;Sant'Alessio in Aspromonte;Reggio Calabria;RC;Calabria;I214
7054;Sant'Eufemia d'Aspromonte;Reggio Calabria;RC;Calabria;I333
7055;Sant'Ilario dello Ionio;Reggio Calabria;RC;Calabria;I341
7056;Santo Stefano in Aspromonte;Reggio Calabria;RC;Calabria;I371
7057;Scido;Reggio Calabria;RC;Calabria;I536
7058;Scilla;Reggio Calabria;RC;Calabria;I537
7059;Seminara;Reggio Calabria;RC;Calabria;I600
7060;Serrata;Reggio Calabria;RC;Calabria;I656
7061;Siderno;Reggio Calabria;RC;Calabria;I725
7062;Sinopoli;Reggio Calabria;RC;Calabria;I753
7063;Staiti;Reggio Calabria;RC;Calabria;I936
7064;Stignano;Reggio Calabria;RC;Calabria;I955
7065;Stilo;Reggio Calabria;RC;Calabria;I956
7066;Taurianova;Reggio Calabria;RC;Calabria;L063
7067;Terranova Sappo Minulio;Reggio Calabria;RC;Calabria;L127
7068;Varapodio;Reggio Calabria;RC;Calabria;L673
7069;Villa San Giovanni;Reggio Calabria;RC;Calabria;M018
7070;San Ferdinando;Reggio Calabria;RC;Calabria;M277
7071;Belvedere di Spinello;Crotone;KR;Calabria;A772
7072;Caccuri;Crotone;KR;Calabria;B319
7073;Carfizzi;Crotone;KR;Calabria;B771
7074;Casabona;Crotone;KR;Calabria;B857
7075;Castelsilano;Crotone;KR;Calabria;B968
7076;Cerenzia;Crotone;KR;Calabria;C501
7077;Cirò;Crotone;KR;Calabria;C725
7078;Cirò Marina;Crotone;KR;Calabria;C726
7079;Cotronei;Crotone;KR;Calabria;D123
7080;Crotone;Crotone;KR;Calabria;D122
7081;Crucoli;Crotone;KR;Calabria;D189
7082;Cutro;Crotone;KR;Calabria;D236
7083;Isola di Capo Rizzuto;Crotone;KR;Calabria;E339
7084;Melissa;Crotone;KR;Calabria;F108
7085;Mesoraca;Crotone;KR;Calabria;F157
7086;Pallagorio;Crotone;KR;Calabria;G278
7087;Petilia Policastro;Crotone;KR;Calabria;G508
7088;Roccabernarda;Crotone;KR;Calabria;H383
7089;Rocca di Neto;Crotone;KR;Calabria;H403
7090;San Mauro Marchesato;Crotone;KR;Calabria;I026
7091;San Nicola dell'Alto;Crotone;KR;Calabria;I057
7092;Santa Severina;Crotone;KR;Calabria;I308
7093;Savelli;Crotone;KR;Calabria;I468
7094;Scandale;Crotone;KR;Calabria;I494
7095;Strongoli;Crotone;KR;Calabria;I982
7096;Umbriatico;Crotone;KR;Calabria;L492
7097;Verzino;Crotone;KR;Calabria;L802
7098;Acquaro;Vibo Valentia;VV;Calabria;A043
7099;Arena;Vibo Valentia;VV;Calabria;A386
7100;Briatico;Vibo Valentia;VV;Calabria;B169
7101;Brognaturo;Vibo Valentia;VV;Calabria;B197
7102;Capistrano;Vibo Valentia;VV;Calabria;B655
7103;Cessaniti;Vibo Valentia;VV;Calabria;C581
7104;Dasà;Vibo Valentia;VV;Calabria;D253
7105;Dinami;Vibo Valentia;VV;Calabria;D303
7106;Drapia;Vibo Valentia;VV;Calabria;D364
7107;Fabrizia;Vibo Valentia;VV;Calabria;D453
7108;Filadelfia;Vibo Valentia;VV;Calabria;D587
7109;Filandari;Vibo Valentia;VV;Calabria;D589
7110;Filogaso;Vibo Valentia;VV;Calabria;D596
7111;Francavilla Angitola;Vibo Valentia;VV;Calabria;D762
7112;Francica;Vibo Valentia;VV;Calabria;D767
7113;Gerocarne;Vibo Valentia;VV;Calabria;D988
7114;Ionadi;Vibo Valentia;VV;Calabria;E321
7115;Joppolo;Vibo Valentia;VV;Calabria;E389
7116;Limbadi;Vibo Valentia;VV;Calabria;E590
7117;Maierato;Vibo Valentia;VV;Calabria;E836
7118;Mileto;Vibo Valentia;VV;Calabria;F207
7119;Mongiana;Vibo Valentia;VV;Calabria;F364
7120;Monterosso Calabro;Vibo Valentia;VV;Calabria;F607
7121;Nardodipace;Vibo Valentia;VV;Calabria;F843
7122;Nicotera;Vibo Valentia;VV;Calabria;F893
7123;Parghelia;Vibo Valentia;VV;Calabria;G335
7124;Pizzo;Vibo Valentia;VV;Calabria;G722
7125;Pizzoni;Vibo Valentia;VV;Calabria;G728
7126;Polia;Vibo Valentia;VV;Calabria;G785
7127;Ricadi;Vibo Valentia;VV;Calabria;H271
7128;Rombiolo;Vibo Valentia;VV;Calabria;H516
7129;San Calogero;Vibo Valentia;VV;Calabria;H785
7130;San Costantino Calabro;Vibo Valentia;VV;Calabria;H807
7131;San Gregorio d'Ippona;Vibo Valentia;VV;Calabria;H941
7132;San Nicola da Crissa;Vibo Valentia;VV;Calabria;I058
7133;Sant'Onofrio;Vibo Valentia;VV;Calabria;I350
7134;Serra San Bruno;Vibo Valentia;VV;Calabria;I639
7135;Simbario;Vibo Valentia;VV;Calabria;I744
7136;Sorianello;Vibo Valentia;VV;Calabria;I853
7137;Soriano Calabro;Vibo Valentia;VV;Calabria;I854
7138;Spadola;Vibo Valentia;VV;Calabria;I884
7139;Spilinga;Vibo Valentia;VV;Calabria;I905
7140;Stefanaconi;Vibo Valentia;VV;Calabria;I945
7141;Tropea;Vibo Valentia;VV;Calabria;L452
7142;Vallelonga;Vibo Valentia;VV;Calabria;L607
7143;Vazzano;Vibo Valentia;VV;Calabria;L699
7144;Vibo Valentia;Vibo Valentia;VV;Calabria;F537
7145;Zaccanopoli;Vibo Valentia;VV;Calabria;M138
7146;Zambrone;Vibo Valentia;VV;Calabria;M143
7147;Zungri;Vibo Valentia;VV;Calabria;M204
7148;Alcamo;Trapani;TP;Sicilia;A176
7149;Buseto Palizzolo;Trapani;TP;Sicilia;B288
7150;Calatafimi-Segesta;Trapani;TP;Sicilia;B385
7151;Campobello di Mazara;Trapani;TP;Sicilia;B521
7152;Castellammare del Golfo;Trapani;TP;Sicilia;C130
7153;Castelvetrano;Trapani;TP;Sicilia;C286
7154;Custonaci;Trapani;TP;Sicilia;D234
7155;Erice;Trapani;TP;Sicilia;D423
7156;Favignana;Trapani;TP;Sicilia;D518
7157;Gibellina;Trapani;TP;Sicilia;E023
7158;Marsala;Trapani;TP;Sicilia;E974
7159;Mazara del Vallo;Trapani;TP;Sicilia;F061
7160;Paceco;Trapani;TP;Sicilia;G208
7161;Pantelleria;Trapani;TP;Sicilia;G315
7162;Partanna;Trapani;TP;Sicilia;G347
7163;Poggioreale;Trapani;TP;Sicilia;G767
7164;Salaparuta;Trapani;TP;Sicilia;H688
7165;Salemi;Trapani;TP;Sicilia;H700
7166;Santa Ninfa;Trapani;TP;Sicilia;I291
7167;San Vito Lo Capo;Trapani;TP;Sicilia;I407
7168;Trapani;Trapani;TP;Sicilia;L331
7169;Valderice;Trapani;TP;Sicilia;G319
7170;Vita;Trapani;TP;Sicilia;M081
7171;Petrosino;Trapani;TP;Sicilia;M281
7172;Alia;Palermo;PA;Sicilia;A195
7173;Alimena;Palermo;PA;Sicilia;A202
7174;Aliminusa;Palermo;PA;Sicilia;A203
7175;Altavilla Milicia;Palermo;PA;Sicilia;A229
7176;Altofonte;Palermo;PA;Sicilia;A239
7177;Bagheria;Palermo;PA;Sicilia;A546
7178;Balestrate;Palermo;PA;Sicilia;A592
7179;Baucina;Palermo;PA;Sicilia;A719
7180;Belmonte Mezzagno;Palermo;PA;Sicilia;A764
7181;Bisacquino;Palermo;PA;Sicilia;A882
7182;Bolognetta;Palermo;PA;Sicilia;A946
7183;Bompietro;Palermo;PA;Sicilia;A958
7184;Borgetto;Palermo;PA;Sicilia;A991
7185;Caccamo;Palermo;PA;Sicilia;B315
7186;Caltavuturo;Palermo;PA;Sicilia;B430
7187;Campofelice di Fitalia;Palermo;PA;Sicilia;B533
7188;Campofelice di Roccella;Palermo;PA;Sicilia;B532
7189;Campofiorito;Palermo;PA;Sicilia;B535
7190;Camporeale;Palermo;PA;Sicilia;B556
7191;Capaci;Palermo;PA;Sicilia;B645
7192;Carini;Palermo;PA;Sicilia;B780
7193;Castelbuono;Palermo;PA;Sicilia;C067
7194;Casteldaccia;Palermo;PA;Sicilia;C074
7195;Castellana Sicula;Palermo;PA;Sicilia;C135
7196;Castronovo di Sicilia;Palermo;PA;Sicilia;C344
7197;Cefalà Diana;Palermo;PA;Sicilia;C420
7198;Cefalù;Palermo;PA;Sicilia;C421
7199;Cerda;Palermo;PA;Sicilia;C496
7200;Chiusa Sclafani;Palermo;PA;Sicilia;C654
7201;Ciminna;Palermo;PA;Sicilia;C696
7202;Cinisi;Palermo;PA;Sicilia;C708
7203;Collesano;Palermo;PA;Sicilia;C871
7204;Contessa Entellina;Palermo;PA;Sicilia;C968
7205;Corleone;Palermo;PA;Sicilia;D009
7206;Ficarazzi;Palermo;PA;Sicilia;D567
7207;Gangi;Palermo;PA;Sicilia;D907
7208;Geraci Siculo;Palermo;PA;Sicilia;D977
7209;Giardinello;Palermo;PA;Sicilia;E013
7210;Giuliana;Palermo;PA;Sicilia;E055
7211;Godrano;Palermo;PA;Sicilia;E074
7212;Gratteri;Palermo;PA;Sicilia;E149
7213;Isnello;Palermo;PA;Sicilia;E337
7214;Isola delle Femmine;Palermo;PA;Sicilia;E350
7215;Lascari;Palermo;PA;Sicilia;E459
7216;Lercara Friddi;Palermo;PA;Sicilia;E541
7217;Marineo;Palermo;PA;Sicilia;E957
7218;Mezzojuso;Palermo;PA;Sicilia;F184
7219;Misilmeri;Palermo;PA;Sicilia;F246
7220;Monreale;Palermo;PA;Sicilia;F377
7221;Montelepre;Palermo;PA;Sicilia;F544
7222;Montemaggiore Belsito;Palermo;PA;Sicilia;F553
7223;Palazzo Adriano;Palermo;PA;Sicilia;G263
7224;Palermo;Palermo;PA;Sicilia;G273
7225;Partinico;Palermo;PA;Sicilia;G348
7226;Petralia Soprana;Palermo;PA;Sicilia;G510
7227;Petralia Sottana;Palermo;PA;Sicilia;G511
7228;Piana degli Albanesi;Palermo;PA;Sicilia;G543
7229;Polizzi Generosa;Palermo;PA;Sicilia;G792
7230;Pollina;Palermo;PA;Sicilia;G797
