id;name;province_name;province_abbreviation;region_name;code
549;Cissone;Cuneo;CN;Piemonte;C738
550;Clavesana;Cuneo;CN;Piemonte;C792
551;Corneliano d'Alba;Cuneo;CN;Piemonte;D022
552;Cortemilia;Cuneo;CN;Piemonte;D062
553;Cossano Belbo;Cuneo;CN;Piemonte;D093
554;Costigliole Saluzzo;Cuneo;CN;Piemonte;D120
555;Cravanzana;Cuneo;CN;Piemonte;D133
556;Crissolo;Cuneo;CN;Piemonte;D172
557;Cuneo;Cuneo;CN;Piemonte;D205
558;Demonte;Cuneo;CN;Piemonte;D271
559;Diano d'Alba;Cuneo;CN;Piemonte;D291
560;Dogliani;Cuneo;CN;Piemonte;D314
561;Dronero;Cuneo;CN;Piemonte;D372
562;Elva;Cuneo;CN;Piemonte;D401
563;Entracque;Cuneo;CN;Piemonte;D410
564;Envie;Cuneo;CN;Piemonte;D412
565;Farigliano;Cuneo;CN;Piemonte;D499
566;Faule;Cuneo;CN;Piemonte;D511
567;Feisoglio;Cuneo;CN;Piemonte;D523
568;Fossano;Cuneo;CN;Piemonte;D742
569;Frabosa Soprana;Cuneo;CN;Piemonte;D751
570;Frabosa Sottana;Cuneo;CN;Piemonte;D752
571;Frassino;Cuneo;CN;Piemonte;D782
572;Gaiola;Cuneo;CN;Piemonte;D856
573;Gambasca;Cuneo;CN;Piemonte;D894
574;Garessio;Cuneo;CN;Piemonte;D920
575;Genola;Cuneo;CN;Piemonte;D967
576;Gorzegno;Cuneo;CN;Piemonte;E111
577;Gottasecca;Cuneo;CN;Piemonte;E115
578;Govone;Cuneo;CN;Piemonte;E118
579;Grinzane Cavour;Cuneo;CN;Piemonte;E182
580;Guarene;Cuneo;CN;Piemonte;E251
581;Igliano;Cuneo;CN;Piemonte;E282
582;Isasca;Cuneo;CN;Piemonte;E327
583;Lagnasco;Cuneo;CN;Piemonte;E406
584;La Morra;Cuneo;CN;Piemonte;E430
585;Lequio Berria;Cuneo;CN;Piemonte;E540
586;Lequio Tanaro;Cuneo;CN;Piemonte;E539
587;Lesegno;Cuneo;CN;Piemonte;E546
588;Levice;Cuneo;CN;Piemonte;E564
589;Limone Piemonte;Cuneo;CN;Piemonte;E597
590;Lisio;Cuneo;CN;Piemonte;E615
591;Macra;Cuneo;CN;Piemonte;E789
592;Magliano Alfieri;Cuneo;CN;Piemonte;E809
593;Magliano Alpi;Cuneo;CN;Piemonte;E808
594;Mango;Cuneo;CN;Piemonte;E887
595;Manta;Cuneo;CN;Piemonte;E894
596;Marene;Cuneo;CN;Piemonte;E939
597;Margarita;Cuneo;CN;Piemonte;E945
598;Marmora;Cuneo;CN;Piemonte;E963
599;Marsaglia;Cuneo;CN;Piemonte;E973
600;Martiniana Po;Cuneo;CN;Piemonte;E988
601;Melle;Cuneo;CN;Piemonte;F114
602;Moiola;Cuneo;CN;Piemonte;F279
603;Mombarcaro;Cuneo;CN;Piemonte;F309
604;Mombasiglio;Cuneo;CN;Piemonte;F312
605;Monastero di Vasco;Cuneo;CN;Piemonte;F326
606;Monasterolo Casotto;Cuneo;CN;Piemonte;F329
607;Monasterolo di Savigliano;Cuneo;CN;Piemonte;F330
608;Monchiero;Cuneo;CN;Piemonte;F338
609;Mondovì;Cuneo;CN;Piemonte;F351
610;Monesiglio;Cuneo;CN;Piemonte;F355
611;Monforte d'Alba;Cuneo;CN;Piemonte;F358
612;Montà;Cuneo;CN;Piemonte;F385
613;Montaldo di Mondovì;Cuneo;CN;Piemonte;F405
614;Montaldo Roero;Cuneo;CN;Piemonte;F408
615;Montanera;Cuneo;CN;Piemonte;F424
616;Montelupo Albese;Cuneo;CN;Piemonte;F550
617;Montemale di Cuneo;Cuneo;CN;Piemonte;F558
618;Monterosso Grana;Cuneo;CN;Piemonte;F608
619;Monteu Roero;Cuneo;CN;Piemonte;F654
620;Montezemolo;Cuneo;CN;Piemonte;F666
621;Monticello d'Alba;Cuneo;CN;Piemonte;F669
622;Moretta;Cuneo;CN;Piemonte;F723
623;Morozzo;Cuneo;CN;Piemonte;F743
624;Murazzano;Cuneo;CN;Piemonte;F809
625;Murello;Cuneo;CN;Piemonte;F811
626;Narzole;Cuneo;CN;Piemonte;F846
627;Neive;Cuneo;CN;Piemonte;F863
628;Neviglie;Cuneo;CN;Piemonte;F883
629;Niella Belbo;Cuneo;CN;Piemonte;F894
630;Niella Tanaro;Cuneo;CN;Piemonte;F895
631;Novello;Cuneo;CN;Piemonte;F961
632;Nucetto;Cuneo;CN;Piemonte;F972
633;Oncino;Cuneo;CN;Piemonte;G066
634;Ormea;Cuneo;CN;Piemonte;G114
635;Ostana;Cuneo;CN;Piemonte;G183
636;Paesana;Cuneo;CN;Piemonte;G228
637;Pagno;Cuneo;CN;Piemonte;G240
638;Pamparato;Cuneo;CN;Piemonte;G302
639;Paroldo;Cuneo;CN;Piemonte;G339
640;Perletto;Cuneo;CN;Piemonte;G457
641;Perlo;Cuneo;CN;Piemonte;G458
642;Peveragno;Cuneo;CN;Piemonte;G526
643;Pezzolo Valle Uzzone;Cuneo;CN;Piemonte;G532
644;Pianfei;Cuneo;CN;Piemonte;G561
645;Piasco;Cuneo;CN;Piemonte;G575
646;Pietraporzio;Cuneo;CN;Piemonte;G625
647;Piobesi d'Alba;Cuneo;CN;Piemonte;G683
648;Piozzo;Cuneo;CN;Piemonte;G697
649;Pocapaglia;Cuneo;CN;Piemonte;G742
650;Polonghera;Cuneo;CN;Piemonte;G800
651;Pontechianale;Cuneo;CN;Piemonte;G837
652;Pradleves;Cuneo;CN;Piemonte;G970
653;Prazzo;Cuneo;CN;Piemonte;H011
654;Priero;Cuneo;CN;Piemonte;H059
655;Priocca;Cuneo;CN;Piemonte;H068
656;Priola;Cuneo;CN;Piemonte;H069
657;Prunetto;Cuneo;CN;Piemonte;H085
658;Racconigi;Cuneo;CN;Piemonte;H150
659;Revello;Cuneo;CN;Piemonte;H247
660;Rifreddo;Cuneo;CN;Piemonte;H285
661;Rittana;Cuneo;CN;Piemonte;H326
662;Roaschia;Cuneo;CN;Piemonte;H362
663;Roascio;Cuneo;CN;Piemonte;H363
664;Robilante;Cuneo;CN;Piemonte;H377
665;Roburent;Cuneo;CN;Piemonte;H378
666;Roccabruna;Cuneo;CN;Piemonte;H385
667;Rocca Cigliè;Cuneo;CN;Piemonte;H391
668;Rocca de' Baldi;Cuneo;CN;Piemonte;H395
669;Roccaforte Mondovì;Cuneo;CN;Piemonte;H407
670;Roccasparvera;Cuneo;CN;Piemonte;H447
671;Roccavione;Cuneo;CN;Piemonte;H453
672;Rocchetta Belbo;Cuneo;CN;Piemonte;H462
673;Roddi;Cuneo;CN;Piemonte;H472
674;Roddino;Cuneo;CN;Piemonte;H473
675;Rodello;Cuneo;CN;Piemonte;H474
676;Rossana;Cuneo;CN;Piemonte;H578
677;Ruffia;Cuneo;CN;Piemonte;H633
678;Sale delle Langhe;Cuneo;CN;Piemonte;H695
679;Sale San Giovanni;Cuneo;CN;Piemonte;H704
680;Saliceto;Cuneo;CN;Piemonte;H710
681;Salmour;Cuneo;CN;Piemonte;H716
682;Saluzzo;Cuneo;CN;Piemonte;H727
683;Sambuco;Cuneo;CN;Piemonte;H746
684;Sampeyre;Cuneo;CN;Piemonte;H755
685;San Benedetto Belbo;Cuneo;CN;Piemonte;H770
686;San Damiano Macra;Cuneo;CN;Piemonte;H812
687;Sanfrè;Cuneo;CN;Piemonte;H851
688;Sanfront;Cuneo;CN;Piemonte;H852
689;San Michele Mondovì;Cuneo;CN;Piemonte;I037
690;Sant'Albano Stura;Cuneo;CN;Piemonte;I210
691;Santa Vittoria d'Alba;Cuneo;CN;Piemonte;I316
692;Santo Stefano Belbo;Cuneo;CN;Piemonte;I367
693;Santo Stefano Roero;Cuneo;CN;Piemonte;I372
694;Savigliano;Cuneo;CN;Piemonte;I470
695;Scagnello;Cuneo;CN;Piemonte;I484
696;Scarnafigi;Cuneo;CN;Piemonte;I512
697;Serralunga d'Alba;Cuneo;CN;Piemonte;I646
698;Serravalle Langhe;Cuneo;CN;Piemonte;I659
699;Sinio;Cuneo;CN;Piemonte;I750
700;Somano;Cuneo;CN;Piemonte;I817
701;Sommariva del Bosco;Cuneo;CN;Piemonte;I822
702;Sommariva Perno;Cuneo;CN;Piemonte;I823
703;Stroppo;Cuneo;CN;Piemonte;I985
704;Tarantasca;Cuneo;CN;Piemonte;L048
705;Torre Bormida;Cuneo;CN;Piemonte;L252
706;Torre Mondovì;Cuneo;CN;Piemonte;L241
707;Torre San Giorgio;Cuneo;CN;Piemonte;L278
708;Torresina;Cuneo;CN;Piemonte;L281
709;Treiso;Cuneo;CN;Piemonte;L367
710;Trezzo Tinella;Cuneo;CN;Piemonte;L410
711;Trinità;Cuneo;CN;Piemonte;L427
712;Valdieri;Cuneo;CN;Piemonte;L558
713;Valgrana;Cuneo;CN;Piemonte;L580
714;Valloriate;Cuneo;CN;Piemonte;L631
715;Venasca;Cuneo;CN;Piemonte;L729
716;Verduno;Cuneo;CN;Piemonte;L758
717;Vernante;Cuneo;CN;Piemonte;L771
718;Verzuolo;Cuneo;CN;Piemonte;L804
719;Vezza d'Alba;Cuneo;CN;Piemonte;L817
720;Vicoforte;Cuneo;CN;Piemonte;L841
721;Vignolo;Cuneo;CN;Piemonte;L888
722;Villafalletto;Cuneo;CN;Piemonte;L942
723;Villanova Mondovì;Cuneo;CN;Piemonte;L974
724;Villanova Solaro;Cuneo;CN;Piemonte;L990
725;Villar San Costanzo;Cuneo;CN;Piemonte;M015
726;Vinadio;Cuneo;CN;Piemonte;M055
727;Viola;Cuneo;CN;Piemonte;M063
728;Vottignasco;Cuneo;CN;Piemonte;M136
729;Agliano Terme;Asti;AT;Piemonte;A072
730;Albugnano;Asti;AT;Piemonte;A173
731;Antignano;Asti;AT;Piemonte;A312
732;Aramengo;Asti;AT;Piemonte;A352
733;Asti;Asti;AT;Piemonte;A479
734;Azzano d'Asti;Asti;AT;Piemonte;A527
735;Baldichieri d'Asti;Asti;AT;Piemonte;A588
736;Belveglio;Asti;AT;Piemonte;A770
737;Berzano di San Pietro;Asti;AT;Piemonte;A812
738;Bruno;Asti;AT;Piemonte;B221
739;Bubbio;Asti;AT;Piemonte;B236
740;Buttigliera d'Asti;Asti;AT;Piemonte;B306
741;Calamandrana;Asti;AT;Piemonte;B376
742;Calliano;Asti;AT;Piemonte;B418
743;Calosso;Asti;AT;Piemonte;B425
744;Camerano Casasco;Asti;AT;Piemonte;B469
745;Canelli;Asti;AT;Piemonte;B594
746;Cantarana;Asti;AT;Piemonte;B633
747;Capriglio;Asti;AT;Piemonte;B707
748;Casorzo;Asti;AT;Piemonte;B991
749;Cassinasco;Asti;AT;Piemonte;C022
750;Castagnole delle Lanze;Asti;AT;Piemonte;C049
751;Castagnole Monferrato;Asti;AT;Piemonte;C047
752;Castel Boglione;Asti;AT;Piemonte;C064
753;Castell'Alfero;Asti;AT;Piemonte;C127
754;Castellero;Asti;AT;Piemonte;C154
755;Castelletto Molina;Asti;AT;Piemonte;C161
756;Castello di Annone;Asti;AT;Piemonte;A300
757;Castelnuovo Belbo;Asti;AT;Piemonte;C226
758;Castelnuovo Calcea;Asti;AT;Piemonte;C230
759;Castelnuovo Don Bosco;Asti;AT;Piemonte;C232
760;Castel Rocchero;Asti;AT;Piemonte;C253
761;Cellarengo;Asti;AT;Piemonte;C438
762;Celle Enomondo;Asti;AT;Piemonte;C440
763;Cerreto d'Asti;Asti;AT;Piemonte;C528
764;Cerro Tanaro;Asti;AT;Piemonte;C533
765;Cessole;Asti;AT;Piemonte;C583
766;Chiusano d'Asti;Asti;AT;Piemonte;C658
767;Cinaglio;Asti;AT;Piemonte;C701
768;Cisterna d'Asti;Asti;AT;Piemonte;C739
769;Coazzolo;Asti;AT;Piemonte;C804
770;Cocconato;Asti;AT;Piemonte;C807
771;Corsione;Asti;AT;Piemonte;D046
772;Cortandone;Asti;AT;Piemonte;D050
773;Cortanze;Asti;AT;Piemonte;D051
774;Cortazzone;Asti;AT;Piemonte;D052
775;Cortiglione;Asti;AT;Piemonte;D072
776;Cossombrato;Asti;AT;Piemonte;D101
777;Costigliole d'Asti;Asti;AT;Piemonte;D119
778;Cunico;Asti;AT;Piemonte;D207
779;Dusino San Michele;Asti;AT;Piemonte;D388
780;Ferrere;Asti;AT;Piemonte;D554
781;Fontanile;Asti;AT;Piemonte;D678
782;Frinco;Asti;AT;Piemonte;D802
783;Grana;Asti;AT;Piemonte;E134
784;Grazzano Badoglio;Asti;AT;Piemonte;E159
785;Incisa Scapaccino;Asti;AT;Piemonte;E295
786;Isola d'Asti;Asti;AT;Piemonte;E338
787;Loazzolo;Asti;AT;Piemonte;E633
788;Maranzana;Asti;AT;Piemonte;E917
789;Maretto;Asti;AT;Piemonte;E944
790;Moasca;Asti;AT;Piemonte;F254
791;Mombaldone;Asti;AT;Piemonte;F308
792;Mombaruzzo;Asti;AT;Piemonte;F311
793;Mombercelli;Asti;AT;Piemonte;F316
794;Monale;Asti;AT;Piemonte;F323
795;Monastero Bormida;Asti;AT;Piemonte;F325
796;Moncalvo;Asti;AT;Piemonte;F336
797;Moncucco Torinese;Asti;AT;Piemonte;F343
798;Mongardino;Asti;AT;Piemonte;F361
799;Montabone;Asti;AT;Piemonte;F386
800;Montafia;Asti;AT;Piemonte;F390
801;Montaldo Scarampi;Asti;AT;Piemonte;F409
802;Montechiaro d'Asti;Asti;AT;Piemonte;F468
803;Montegrosso d'Asti;Asti;AT;Piemonte;F527
804;Montemagno;Asti;AT;Piemonte;F556
805;Moransengo;Asti;AT;Piemonte;F709
806;Nizza Monferrato;Asti;AT;Piemonte;F902
807;Olmo Gentile;Asti;AT;Piemonte;G048
808;Passerano Marmorito;Asti;AT;Piemonte;G358
809;Penango;Asti;AT;Piemonte;G430
810;Piea;Asti;AT;Piemonte;G593
811;Pino d'Asti;Asti;AT;Piemonte;G676
812;Piovà Massaia;Asti;AT;Piemonte;G692
813;Portacomaro;Asti;AT;Piemonte;G894
814;Quaranti;Asti;AT;Piemonte;H102
815;Refrancore;Asti;AT;Piemonte;H219
816;Revigliasco d'Asti;Asti;AT;Piemonte;H250
817;Roatto;Asti;AT;Piemonte;H366
818;Robella;Asti;AT;Piemonte;H376
819;Rocca d'Arazzo;Asti;AT;Piemonte;H392
820;Roccaverano;Asti;AT;Piemonte;H451
821;Rocchetta Palafea;Asti;AT;Piemonte;H466
822;Rocchetta Tanaro;Asti;AT;Piemonte;H468
823;San Damiano d'Asti;Asti;AT;Piemonte;H811
824;San Giorgio Scarampi;Asti;AT;Piemonte;H899
825;San Martino Alfieri;Asti;AT;Piemonte;H987
826;San Marzano Oliveto;Asti;AT;Piemonte;I017
827;San Paolo Solbrito;Asti;AT;Piemonte;I076
828;Scurzolengo;Asti;AT;Piemonte;I555
829;Serole;Asti;AT;Piemonte;I637
830;Sessame;Asti;AT;Piemonte;I678
831;Settime;Asti;AT;Piemonte;I698
832;Soglio;Asti;AT;Piemonte;I781
833;Tigliole;Asti;AT;Piemonte;L168
834;Tonco;Asti;AT;Piemonte;L203
835;Tonengo;Asti;AT;Piemonte;L204
836;Vaglio Serra;Asti;AT;Piemonte;L531
837;Valfenera;Asti;AT;Piemonte;L574
838;Vesime;Asti;AT;Piemonte;L807
839;Viale;Asti;AT;Piemonte;L829
840;Viarigi;Asti;AT;Piemonte;L834
841;Vigliano d'Asti;Asti;AT;Piemonte;L879
842;Villafranca d'Asti;Asti;AT;Piemonte;L945
843;Villanova d'Asti;Asti;AT;Piemonte;L984
844;Villa San Secondo;Asti;AT;Piemonte;M019
845;Vinchio;Asti;AT;Piemonte;M058
846;Montiglio Monferrato;Asti;AT;Piemonte;M302
847;Acqui Terme;Alessandria;AL;Piemonte;A052
848;Albera Ligure;Alessandria;AL;Piemonte;A146
849;Alessandria;Alessandria;AL;Piemonte;A182
850;Alfiano Natta;Alessandria;AL;Piemonte;A189
851;Alice Bel Colle;Alessandria;AL;Piemonte;A197
852;Altavilla Monferrato;Alessandria;AL;Piemonte;A227
853;Alzano Scrivia;Alessandria;AL;Piemonte;A245
854;Arquata Scrivia;Alessandria;AL;Piemonte;A436
855;Avolasca;Alessandria;AL;Piemonte;A523
856;Balzola;Alessandria;AL;Piemonte;A605
857;Basaluzzo;Alessandria;AL;Piemonte;A689
858;Bassignana;Alessandria;AL;Piemonte;A708
859;Belforte Monferrato;Alessandria;AL;Piemonte;A738
860;Bergamasco;Alessandria;AL;Piemonte;A793
861;Berzano di Tortona;Alessandria;AL;Piemonte;A813
862;Bistagno;Alessandria;AL;Piemonte;A889
863;Borghetto di Borbera;Alessandria;AL;Piemonte;A998
864;Borgoratto Alessandrino;Alessandria;AL;Piemonte;B029
865;Borgo San Martino;Alessandria;AL;Piemonte;B037
866;Bosco Marengo;Alessandria;AL;Piemonte;B071
867;Bosio;Alessandria;AL;Piemonte;B080
868;Bozzole;Alessandria;AL;Piemonte;B109
869;Brignano-Frascata;Alessandria;AL;Piemonte;B179
870;Cabella Ligure;Alessandria;AL;Piemonte;B311
871;Camagna Monferrato;Alessandria;AL;Piemonte;B453
872;Camino;Alessandria;AL;Piemonte;B482
873;Cantalupo Ligure;Alessandria;AL;Piemonte;B629
874;Capriata d'Orba;Alessandria;AL;Piemonte;B701
875;Carbonara Scrivia;Alessandria;AL;Piemonte;B736
876;Carentino;Alessandria;AL;Piemonte;B765
877;Carezzano;Alessandria;AL;Piemonte;B769
878;Carpeneto;Alessandria;AL;Piemonte;B818
879;Carrega Ligure;Alessandria;AL;Piemonte;B836
880;Carrosio;Alessandria;AL;Piemonte;B840
881;Cartosio;Alessandria;AL;Piemonte;B847
882;Casal Cermelli;Alessandria;AL;Piemonte;B870
883;Casaleggio Boiro;Alessandria;AL;Piemonte;B882
884;Casale Monferrato;Alessandria;AL;Piemonte;B885
885;Casalnoceto;Alessandria;AL;Piemonte;B902
886;Casasco;Alessandria;AL;Piemonte;B941
887;Cassine;Alessandria;AL;Piemonte;C027
888;Cassinelle;Alessandria;AL;Piemonte;C030
889;Castellania;Alessandria;AL;Piemonte;C137
890;Castellar Guidobono;Alessandria;AL;Piemonte;C142
891;Castellazzo Bormida;Alessandria;AL;Piemonte;C148
892;Castelletto d'Erro;Alessandria;AL;Piemonte;C156
893;Castelletto d'Orba;Alessandria;AL;Piemonte;C158
894;Castelletto Merli;Alessandria;AL;Piemonte;C160
895;Castelletto Monferrato;Alessandria;AL;Piemonte;C162
896;Castelnuovo Bormida;Alessandria;AL;Piemonte;C229
897;Castelnuovo Scrivia;Alessandria;AL;Piemonte;C243
898;Castelspina;Alessandria;AL;Piemonte;C274
899;Cavatore;Alessandria;AL;Piemonte;C387
900;Cella Monte;Alessandria;AL;Piemonte;C432
901;Cereseto;Alessandria;AL;Piemonte;C503
902;Cerreto Grue;Alessandria;AL;Piemonte;C507
903;Cerrina Monferrato;Alessandria;AL;Piemonte;C531
904;Coniolo;Alessandria;AL;Piemonte;C962
905;Conzano;Alessandria;AL;Piemonte;C977
906;Costa Vescovato;Alessandria;AL;Piemonte;D102
907;Cremolino;Alessandria;AL;Piemonte;D149
908;Denice;Alessandria;AL;Piemonte;D272
909;Dernice;Alessandria;AL;Piemonte;D277
910;Fabbrica Curone;Alessandria;AL;Piemonte;D447
911;Felizzano;Alessandria;AL;Piemonte;D528
912;Fraconalto;Alessandria;AL;Piemonte;D559
913;Francavilla Bisio;Alessandria;AL;Piemonte;D759
914;Frascaro;Alessandria;AL;Piemonte;D770
915;Frassinello Monferrato;Alessandria;AL;Piemonte;D777
916;Frassineto Po;Alessandria;AL;Piemonte;D780
917;Fresonara;Alessandria;AL;Piemonte;D797
918;Frugarolo;Alessandria;AL;Piemonte;D813
919;Fubine Monferrato;Alessandria;AL;Piemonte;D814
920;Gabiano;Alessandria;AL;Piemonte;D835
921;Gamalero;Alessandria;AL;Piemonte;D890
922;Garbagna;Alessandria;AL;Piemonte;D910
923;Gavi;Alessandria;AL;Piemonte;D944
924;Giarole;Alessandria;AL;Piemonte;E015
925;Gremiasco;Alessandria;AL;Piemonte;E164
926;Grognardo;Alessandria;AL;Piemonte;E188
927;Grondona;Alessandria;AL;Piemonte;E191
928;Guazzora;Alessandria;AL;Piemonte;E255
929;Isola Sant'Antonio;Alessandria;AL;Piemonte;E360
930;Lerma;Alessandria;AL;Piemonte;E543
931;Malvicino;Alessandria;AL;Piemonte;E870
932;Masio;Alessandria;AL;Piemonte;F015
933;Melazzo;Alessandria;AL;Piemonte;F096
934;Merana;Alessandria;AL;Piemonte;F131
935;Mirabello Monferrato;Alessandria;AL;Piemonte;F232
936;Molare;Alessandria;AL;Piemonte;F281
937;Molino dei Torti;Alessandria;AL;Piemonte;F293
938;Mombello Monferrato;Alessandria;AL;Piemonte;F313
939;Momperone;Alessandria;AL;Piemonte;F320
940;Moncestino;Alessandria;AL;Piemonte;F337
941;Mongiardino Ligure;Alessandria;AL;Piemonte;F365
942;Monleale;Alessandria;AL;Piemonte;F374
943;Montacuto;Alessandria;AL;Piemonte;F387
944;Montaldeo;Alessandria;AL;Piemonte;F403
945;Montaldo Bormida;Alessandria;AL;Piemonte;F404
946;Montecastello;Alessandria;AL;Piemonte;F455
947;Montechiaro d'Acqui;Alessandria;AL;Piemonte;F469
948;Montegioco;Alessandria;AL;Piemonte;F518
949;Montemarzino;Alessandria;AL;Piemonte;F562
950;Morano sul Po;Alessandria;AL;Piemonte;F707
951;Morbello;Alessandria;AL;Piemonte;F713
952;Mornese;Alessandria;AL;Piemonte;F737
953;Morsasco;Alessandria;AL;Piemonte;F751
954;Murisengo;Alessandria;AL;Piemonte;F814
955;Novi Ligure;Alessandria;AL;Piemonte;F965
956;Occimiano;Alessandria;AL;Piemonte;F995
957;Odalengo Grande;Alessandria;AL;Piemonte;F997
958;Odalengo Piccolo;Alessandria;AL;Piemonte;F998
959;Olivola;Alessandria;AL;Piemonte;G042
960;Orsara Bormida;Alessandria;AL;Piemonte;G124
961;Ottiglio;Alessandria;AL;Piemonte;G193
962;Ovada;Alessandria;AL;Piemonte;G197
963;Oviglio;Alessandria;AL;Piemonte;G199
964;Ozzano Monferrato;Alessandria;AL;Piemonte;G204
965;Paderna;Alessandria;AL;Piemonte;G215
966;Pareto;Alessandria;AL;Piemonte;G334
967;Parodi Ligure;Alessandria;AL;Piemonte;G338
968;Pasturana;Alessandria;AL;Piemonte;G367
969;Pecetto di Valenza;Alessandria;AL;Piemonte;G397
970;Pietra Marazzi;Alessandria;AL;Piemonte;G619
971;Pomaro Monferrato;Alessandria;AL;Piemonte;G807
972;Pontecurone;Alessandria;AL;Piemonte;G839
973;Pontestura;Alessandria;AL;Piemonte;G858
974;Ponti;Alessandria;AL;Piemonte;G861
975;Ponzano Monferrato;Alessandria;AL;Piemonte;G872
976;Ponzone;Alessandria;AL;Piemonte;G877
977;Pozzol Groppo;Alessandria;AL;Piemonte;G960
978;Pozzolo Formigaro;Alessandria;AL;Piemonte;G961
979;Prasco;Alessandria;AL;Piemonte;G987
980;Predosa;Alessandria;AL;Piemonte;H021
981;Quargnento;Alessandria;AL;Piemonte;H104
982;Quattordio;Alessandria;AL;Piemonte;H121
983;Ricaldone;Alessandria;AL;Piemonte;H272
984;Rivalta Bormida;Alessandria;AL;Piemonte;H334
985;Rivarone;Alessandria;AL;Piemonte;H343
986;Roccaforte Ligure;Alessandria;AL;Piemonte;H406
987;Rocca Grimalda;Alessandria;AL;Piemonte;H414
988;Rocchetta Ligure;Alessandria;AL;Piemonte;H465
989;Rosignano Monferrato;Alessandria;AL;Piemonte;H569
990;Sala Monferrato;Alessandria;AL;Piemonte;H677
991;Sale;Alessandria;AL;Piemonte;H694
992;San Cristoforo;Alessandria;AL;Piemonte;H810
993;San Giorgio Monferrato;Alessandria;AL;Piemonte;H878
994;San Salvatore Monferrato;Alessandria;AL;Piemonte;I144
995;San Sebastiano Curone;Alessandria;AL;Piemonte;I150
996;Sant'Agata Fossili;Alessandria;AL;Piemonte;I190
997;Sardigliano;Alessandria;AL;Piemonte;I429
998;Sarezzano;Alessandria;AL;Piemonte;I432
999;Serralunga di Crea;Alessandria;AL;Piemonte;I645
1000;Serravalle Scrivia;Alessandria;AL;Piemonte;I657
1001;Sezzadio;Alessandria;AL;Piemonte;I711
1002;Silvano d'Orba;Alessandria;AL;Piemonte;I738
1003;Solero;Alessandria;AL;Piemonte;I798
1004;Solonghello;Alessandria;AL;Piemonte;I808
1005;Spigno Monferrato;Alessandria;AL;Piemonte;I901
1006;Spineto Scrivia;Alessandria;AL;Piemonte;I911
1007;Stazzano;Alessandria;AL;Piemonte;I941
1008;Strevi;Alessandria;AL;Piemonte;I977
1009;Tagliolo Monferrato;Alessandria;AL;Piemonte;L027
1010;Tassarolo;Alessandria;AL;Piemonte;L059
1011;Terruggia;Alessandria;AL;Piemonte;L139
1012;Terzo;Alessandria;AL;Piemonte;L143
1013;Ticineto;Alessandria;AL;Piemonte;L165
1014;Tortona;Alessandria;AL;Piemonte;L304
1015;Treville;Alessandria;AL;Piemonte;L403
1016;Trisobbio;Alessandria;AL;Piemonte;L432
1017;Valenza;Alessandria;AL;Piemonte;L570
1018;Valmacca;Alessandria;AL;Piemonte;L633
1019;Vignale Monferrato;Alessandria;AL;Piemonte;L881
1020;Vignole Borbera;Alessandria;AL;Piemonte;L887
1021;Viguzzolo;Alessandria;AL;Piemonte;L904
1022;Villadeati;Alessandria;AL;Piemonte;L931
1023;Villalvernia;Alessandria;AL;Piemonte;L963
1024;Villamiroglio;Alessandria;AL;Piemonte;L970
1025;Villanova Monferrato;Alessandria;AL;Piemonte;L972
1026;Villaromagnano;Alessandria;AL;Piemonte;M009
1027;Visone;Alessandria;AL;Piemonte;M077
1028;Volpedo;Alessandria;AL;Piemonte;M120
1029;Volpeglino;Alessandria;AL;Piemonte;M121
1030;Voltaggio;Alessandria;AL;Piemonte;M123
1031;Cassano Spinola;Alessandria;AL;Piemonte;M388
1032;Alluvioni Piovera;Alessandria;AL;Piemonte;M397
1033;Lu e Cuccaro Monferrato;Alessandria;AL;Piemonte;M420
1034;Ailoche;Biella;BI;Piemonte;A107
1035;Andorno Micca;Biella;BI;Piemonte;A280
1036;Benna;Biella;BI;Piemonte;A784
1037;Biella;Biella;BI;Piemonte;A859
1038;Bioglio;Biella;BI;Piemonte;A876
1039;Borriana;Biella;BI;Piemonte;B058
1040;Brusnengo;Biella;BI;Piemonte;B229
1041;Callabiana;Biella;BI;Piemonte;B417
1042;Camandona;Biella;BI;Piemonte;B457
1043;Camburzano;Biella;BI;Piemonte;B465
1044;Candelo;Biella;BI;Piemonte;B586
1045;Caprile;Biella;BI;Piemonte;B708
1046;Casapinta;Biella;BI;Piemonte;B933
1047;Castelletto Cervo;Biella;BI;Piemonte;C155
1048;Cavaglià;Biella;BI;Piemonte;C363
1049;Cerrione;Biella;BI;Piemonte;C532
1050;Coggiola;Biella;BI;Piemonte;C819
1051;Cossato;Biella;BI;Piemonte;D094
1052;Crevacuore;Biella;BI;Piemonte;D165
1053;Curino;Biella;BI;Piemonte;D219
1054;Donato;Biella;BI;Piemonte;D339
1055;Dorzano;Biella;BI;Piemonte;D350
1056;Gaglianico;Biella;BI;Piemonte;D848
1057;Gifflenga;Biella;BI;Piemonte;E024
1058;Graglia;Biella;BI;Piemonte;E130
1059;Magnano;Biella;BI;Piemonte;E821
1060;Massazza;Biella;BI;Piemonte;F037
1061;Masserano;Biella;BI;Piemonte;F042
1062;Mezzana Mortigliengo;Biella;BI;Piemonte;F167
1063;Miagliano;Biella;BI;Piemonte;F189
1064;Mongrando;Biella;BI;Piemonte;F369
1065;Mottalciata;Biella;BI;Piemonte;F776
1066;Muzzano;Biella;BI;Piemonte;F833
1067;Netro;Biella;BI;Piemonte;F878
